CanonicalSMILES	Name	Combined_ID	drop_duplicates	ClogP	dataset	SMILES	InChIKey
COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2C(CO)C(C)C	Elvitegravir	snf_data_11021	True	4.281000000000002	snf	CC(C)[C@@H](CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O	JUZYLCPPVHEVSV-LJQANCHMSA-N
COc1cc2c(cc1O)CCC1C2CCC2(C)C(=O)CCC12	2-Methoxyestrone	swe2_data_91	True	3.826000000000003	swe2	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=C(C=C34)OC)O	WHEUWNKSCXYKBU-QPWUGHHJSA-N
COc1cc2c(cc1OC)C1C(O)C(OC)C=C3CCN(C2)C31	Galanthine	swe2_data_445	True	1.6911999999999998	swe2	CO[C@H]1C=C2CCN3[C@H]2[C@@H]([C@@H]1O)C4=CC(=C(C=C4C3)OC)OC	VOIMPDXOQJYVDI-WNRNVDISSA-N
COc1cc2ccc(=O)oc2cc1O	 RODXRVNMMDRFIK-UHFFFAOYSA-N	amar_data_377+amar_data_169+swe2_data_338+swe2_data_205	False	1.5071999999999997	amar+swe2	COC1=C(C=C2C(=C1)C=CC(=O)O2)O	RODXRVNMMDRFIK-UHFFFAOYSA-N
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC	Doxazosin	swe2_data_405	True	1.717799999999999	swe2	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC	RUZYUOTYCVRMRZ-UHFFFAOYSA-N
COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O	Diosmin	snf_data_11018	True	-1.0897	snf	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O	GZSOSUNBTXMUFQ-YFAPSIMESA-N
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC	Nobiletin	aus_data_185+swe2_data_630	True	3.5116000000000023	aus+swe2	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC	MRIAQLRQZPPODS-UHFFFAOYSA-N
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1	Biochanin A	swe2_data_280	True	2.879800000000001	swe2	COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O	WUADCCWRTIWANL-UHFFFAOYSA-N
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1	Apixaban	snf_data_11042	True	2.699600000000001	snf	COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N	QNZCBYKSOIHPEH-UHFFFAOYSA-N
COc1ccc(C(=O)c2ccccc2)c(O)c1	Benzophenone-3	snf_data_230+swe2_data_273	True	2.631800000000001	snf+swe2	COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O	DXGLGDHPHMLXJC-UHFFFAOYSA-N
COc1ccc(C(C)=NO)cc1OC	1-(3,4-dimethoxyphenyl)ethan-1-one oxime	swe2_data_17	True	1.902	swe2	C/C(=N\O)/C1=CC(=C(C=C1)OC)OC	ILXJZPXGWURHNZ-YRNVUSSQSA-N
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1	Venlafaxine	aus_data_273+amar_data_438+snf_data_645+swe2_data_836	True	3.0356000000000014	aus+amar+snf+swe2	CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O	PNVNVHUZROJLTJ-UHFFFAOYSA-N
COc1ccc(C)cc1N	6-methoxy-m-toluidine	swe2_data_206	True	1.58582	swe2	CC1=CC(=C(C=C1)OC)N	WXWCDTXEKCVRRO-UHFFFAOYSA-N
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1	isosakuranetin	swe2_data_505	True	2.812900000000001	swe2	COC1=CC=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O	HMUJXQRRKBLVOO-AWEZNQCLSA-N
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O	Hesperetin	amar_data_227+swe2_data_468	True	2.518500000000001	amar+swe2	COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O	AIONOLUJZLIMTK-AWEZNQCLSA-N
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2O)cc1	Desacetyl diltiazem	aus_data_92+swe2_data_365	True	2.7977000000000007	aus+swe2	CN(C)CCN1C2=CC=CC=C2S[C@H]([C@H](C1=O)O)C3=CC=C(C=C3)OC	NZHUXMZTSSZXSB-MOPGFXCFSA-N
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1	Diltiazem	snf_data_3017	True	3.368500000000002	snf	CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC	HSUGRBWQSSZJOP-RTWAWAEBSA-N
COc1ccc(C=CC(=O)O)cc1O	3-Hydroxy-4-methoxycinnamic acid (isoferulic acid)	amar_data_60	True	1.4986	amar	COC1=C(C=C(C=C1)/C=C/C(=O)O)O	QURCVMIEKCOAJU-HWKANZROSA-N
COc1ccc(C=CC(=O)O)cc1OC	3,4-Dimethoxycinnamic acid	swe2_data_115	True	1.8016	swe2	COC1=C(C=C(C=C1)/C=C/C(=O)O)OC	HJBWJAPEBGSQPR-GQCTYLIASA-N
COc1ccc(C=O)cc1	4-Methoxybenzaldehyde	aus_data_32+amar_data_83+swe2_data_173	True	1.5076999999999998	aus+amar+swe2	COC1=CC=C(C=C1)C=O	ZRSNZINYAWTAHE-UHFFFAOYSA-N
COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O	Neohesperidin dihydrochalcone	snf_data_2814+swe2_data_611	True	-1.3420000000000003	snf+swe2	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O	ITVGXXMINPYUHD-CUVHLRMHSA-N
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	Verapamil	swe2_data_837	True	5.093080000000005	swe2	CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC	SGTNSNPWRIOYBX-UHFFFAOYSA-N
COc1ccc(CN2CCNCC2)c(OC)c1OC	Trimetazidine	swe2_data_806	True	1.1176	swe2	COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC	UHWVSEOVJBQKBE-UHFFFAOYSA-N
COc1ccc(CNCC2CC3CCN2CC3c2cc(-c3cccs3)nn2C)cc1	PQIBHGTXCNLNFG-ZVDOUQERSA-N	amar_data_3	True	4.124800000000003	amar	CN1C(=CC(=N1)C2=CC=CS2)[C@H]3CN4CC[C@H]3C[C@@H]4CNCC5=CC=C(C=C5)OC	PQIBHGTXCNLNFG-ZVDOUQERSA-N
COc1ccc(N)cc1N	2,4-Diaminoanisole	aus_data_15	True	0.8595999999999999	aus	COC1=C(C=C(C=C1)N)N	BAHPQISAXRFLCL-UHFFFAOYSA-N
COc1ccc(NC(=O)N(C)C)cc1Cl	Metoxuron	amar_data_294+snf_data_3204+swe2_data_571	True	2.4421	amar+snf+swe2	CN(C)C(=O)NC1=CC(=C(C=C1)OC)Cl	DSRNRYQBBJQVCW-UHFFFAOYSA-N
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1	Sulfamethoxypyridazine	amar_data_392+swe2_data_754	True	0.8681999999999999	amar+swe2	COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N	VLYWMPOKSSWJAL-UHFFFAOYSA-N
COc1ccc(O)c(C(=O)O)c1	5-Methoxysalicylic acid	swe2_data_195	True	1.099	swe2	COC1=CC(=C(C=C1)O)C(=O)O	IZZIWIAOVZOBLF-UHFFFAOYSA-N
COc1ccc2[nH]cc(CCNC(C)=O)c2c1	Melatonin	swe2_data_550	True	1.8551	swe2	CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC	DRLFMBDRBRZALE-UHFFFAOYSA-N
COc1ccc2[nH]ccc2c1	5-Methoxyindole	aus_data_37+amar_data_94+swe2_data_194	True	2.1765	aus+amar+swe2	COC1=CC2=C(C=C1)NC=C2	DWAQDRSOVMLGRQ-UHFFFAOYSA-N
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3	Dextromethorphan	snf_data_2824	True	3.383400000000002	snf	CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC	MKXZASYAUGDDCJ-NJAFHUGGSA-N
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	Indomethacin	snf_data_207+swe2_data_492	True	3.9273200000000026	snf+swe2	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O	CGIGDMFJXJATDK-UHFFFAOYSA-N
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	Acemetacin	snf_data_3122+swe2_data_222	True	3.4705200000000014	snf+swe2	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O	FSQKKOOTNAMONP-UHFFFAOYSA-N
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314	Hydrocodone	swe2_data_478	True	1.9333	swe2	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4	LLPOLZWFYMWNKH-CMKMFDCUSA-N
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341	Codeine	aus_data_76+snf_data_2780+swe2_data_333	True	1.5011	aus+snf+swe2	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O	OROGSEYTTFOCAN-DNJOTXNNSA-N
COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341	Dihydrocodeine	swe2_data_382	True	1.7251	swe2	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O	RBOXVHNMENFORY-DNJOTXNNSA-N
COc1ccc2cc(C(C)C(=O)O)ccc2c1	Naproxen	amar_data_312+snf_data_202+swe2_data_604	True	3.036500000000001	amar+snf+swe2	C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O	CMWTZPSULFXXJA-VIFPVBQESA-N
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2	Berberine	swe2_data_276	True	3.096300000000001	swe2	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC	YBHILYKTIRIUTE-UHFFFAOYSA-N
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1	Omeprazole	snf_data_3698	True	2.8997400000000004	snf	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC	SUBDBMMJDZJVOS-UHFFFAOYSA-N
COc1ccc2ncccc2c1	6-Methoxyquinoline	aus_data_42+swe2_data_207	True	2.2434000000000003	aus+swe2	COC1=CC2=C(C=C1)N=CC=C2	HFDLDPJYCIEXJP-UHFFFAOYSA-N
COc1cccc(C2(O)CCCCC2CN(C)C)c1	Tramadol	aus_data_251+amar_data_411+snf_data_2567+swe2_data_789	True	2.6346000000000007	aus+amar+snf+swe2	CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
COc1cccc(C2(O)CCCCC2C[N+](C)(C)[O-])c1	Tramadol N-Oxide	swe2_data_790	True	2.6472000000000007	swe2	C[N+](C)(C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O)[O-]	HBXKSXMNNGHBEA-ZBFHGGJFSA-N
COc1cccc(C=O)c1	3-Methoxybenzaldehyde	amar_data_64+swe2_data_140	True	1.5076999999999998	amar+swe2	COC1=CC=CC(=C1)C=O	WMPDAIZRQDCGFH-UHFFFAOYSA-N
COc1cccc(CC(=O)O)c1	3-Methoxyphenylacetic acid	amar_data_65	True	1.3222999999999998	amar	COC1=CC=CC(=C1)CC(=O)O	LEGPZHPSIPPYIO-UHFFFAOYSA-N
COc1ccccc1C(=O)O	o-Anisic acid	swe2_data_636	True	1.3934	swe2	COC1=CC=CC=C1C(=O)O	ILUJQPXNXACGAN-UHFFFAOYSA-N
COc1ccccc1C=CC(=O)O	2-Methoxycinnamic acid	swe2_data_90	True	1.7929999999999997	swe2	COC1=CC=CC=C1/C=C/C(=O)O	FEGVSPGUHMGGBO-VOTSOKGWSA-N
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC	Pantoprazole	snf_data_644+swe2_data_649	True	2.8843000000000005	snf+swe2	COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC	IQPSEEYGBUAQFF-UHFFFAOYSA-N
COn1cc(C=O)c2ccccc21	1-Methoxyindole-3-carbaldehyde	amar_data_22	True	1.5122	amar	CON1C=C(C2=CC=CC=C21)C=O	NFGIENSPALNOON-UHFFFAOYSA-N
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1	Mesotrione	snf_data_258	True	1.1193000000000002	snf	CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-]	KPUREKXXPHOJQT-UHFFFAOYSA-N
CSCC1OC(n2cnc3c(=O)nc[nH]c32)C(O)C1O	GXYLOXCSJFJFKA-UHFFFAOYSA-N	amar_data_325	True	-0.8982000000000003	amar	CSCC1C(C(C(O1)N2C=NC3=C2NC=NC3=O)O)O	GXYLOXCSJFJFKA-UHFFFAOYSA-N
CSCCC(N)C(=O)O	Methionine	aus_data_157+amar_data_285	True	0.1513999999999998	aus+amar	CSCC[C@@H](C(=O)O)N	FFEARJCKVFRZRR-BYPYZUCNSA-N
CSCCC(NC(C)=O)C(=O)O	N-Acetyl-L-methionine	aus_data_340+swe2_data_602	True	0.3288	aus+swe2	CC(=O)N[C@@H](CCSC)C(=O)O	XUYPXLNMDZIRQH-LURJTMIESA-N
CSCCC(NC=O)C(=O)O	N-Formylmethionine	amar_data_319	True	-0.0613000000000003	amar	CSCC[C@@H](C(=O)O)NC=O	PYUSHNKNPOHWEZ-YFKPBYRVSA-N
CSCCC(O)C(=O)O	2-Hydroxy-4-methylthiobutanoic acid	swe2_data_81	True	0.1849999999999999	swe2	CSCCC(C(=O)O)O	ONFOSYPQQXJWGS-UHFFFAOYSA-N
CSc1nc(N)nc2nc[nH]c12	2-Amino-6-methylmercaptopurine	amar_data_34	True	0.657	amar	CSC1=NC(=NC2=C1NC=N2)N	YEGKYFQLKYGHAR-UHFFFAOYSA-N
CSc1nc(NC(C)C)nc(NC(C)C)n1	Prometryn	snf_data_133	True	2.2341	snf	CC(C)NC1=NC(=NC(=N1)SC)NC(C)C	AAEVYOVXGOFMJO-UHFFFAOYSA-N
CSc1nc(NC2CC2)nc(NC(C)(C)C)n1	Cybutryne	snf_data_302	True	2.3782000000000005	snf	CC(C)(C)NC1=NC(=NC(=N1)NC2CC2)SC	HDHLIWCXDDZUFH-UHFFFAOYSA-N
C[N+](C)(C)CC(=O)[O-]	Betaine	aus_data_65+swe2_data_277	True	-1.5574999999999983	aus+swe2	C[N+](C)(C)CC(=O)[O-]	KWIUHFFTVRNATP-UHFFFAOYSA-N
C[N+](C)(C)CC(O)CC(=O)[O-]	D-Carnitine	aus_data_88+swe2_data_520	True	-1.8064999999999984	aus+swe2	C[N+](C)(C)C[C@H](CC(=O)[O-])O	PHIQHXFUZVPYII-LURJTMIESA-N
C[N+](C)(C)CCCCC(N)C(=O)[O-]	N6,N6,N6-Trimethyl-L-lysine	aus_data_181	True	-1.0598999999999974	aus	C[N+](C)(C)CCCC[C@@H](C(=O)[O-])N	MXNRLFUSFKVQSK-QMMMGPOBSA-N
C[N+](C)(C)CCO	Choline	aus_data_72+swe2_data_315	True	-0.3150999999999999	aus+swe2	C[N+](C)(C)CCO	OEYIOHPDSNJKLS-UHFFFAOYSA-N
C[N+]1(C)CCCC1C(=O)O	DL-Stachydrine	aus_data_104+swe2_data_400	True	0.3097999999999998	aus+swe2	C[N+]1(CCCC1C(=O)O)C	CMUNUTVVOOHQPW-UHFFFAOYSA-O
C[N+]1([O-])CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	Clozapine N-oxide	swe2_data_331	True	3.7353000000000014	swe2	C[N+]1(CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42)[O-]	OGUCZBIQSYYWEF-UHFFFAOYSA-N
C[n+]1cccc(C(=O)[O-])c1	N-methylnicotinate	swe2_data_627	True	-1.1254000000000004	swe2	C[N+]1=CC=CC(=C1)C(=O)[O-]	WWNNZCOKKKDOPX-UHFFFAOYSA-N
C[n+]1cccc(C(N)=O)c1	1-Methylnicotinamide	swe2_data_45	True	-0.3900000000000003	swe2	C[N+]1=CC=CC(=C1)C(=O)N	LDHMAVIPBRSVRG-UHFFFAOYSA-O
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl	Terbacil	swe2_data_767	True	1.25342	swe2	CC1=C(C(=O)N(C(=O)N1)C(C)(C)C)Cl	NBQCNZYJJMBDKY-UHFFFAOYSA-N
Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C	Propyphenazon	swe2_data_710	True	2.607820000000001	swe2	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C	PXWLVJLKJGVOKE-UHFFFAOYSA-N
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C	Aminopyrine	swe2_data_247	True	1.55042	swe2	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	RMMXTBMQSGEXHJ-UHFFFAOYSA-N
Cc1c(N)cccc1N	2,6-Diaminotoluene	aus_data_16	True	1.15942	aus	CC1=C(C=CC=C1N)N	RLYCRLGLCUXUPO-UHFFFAOYSA-N
Cc1c(NC=O)c(=O)n(-c2ccccc2)n1C	4-Formylaminoantipyrine	amar_data_78	True	1.05272	amar	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC=O	WSJBSKRPKADYRQ-UHFFFAOYSA-N
Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O	Rubiadin	swe2_data_729	True	2.18162	swe2	CC1=C(C=C2C(=C1O)C(=O)C3=CC=CC=C3C2=O)O	IRZTUXPRIUZXMP-UHFFFAOYSA-N
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1	Dexlansoprazole	snf_data_11005	True	3.515220000000001	snf	CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	MJIHNNLFOKEZEW-RUZDIDTESA-N
Cc1c2c(n3c(nc4ccccc43)c1C#N)SCC2	4-methyl-2,3-dihydrothieno[3',2':5,6]pyrido[1,2-a]benzimidazole-5-carbonitrile	swe2_data_175	True	3.315800000000002	swe2	CC1=C(C2=NC3=CC=CC=C3N2C4=C1CCS4)C#N	IQEJBQHGUPSFQP-UHFFFAOYSA-N
Cc1c[n+]([O-])ccc1[N+](=O)[O-]	3-Methyl-4-nitropyridine N-oxide	swe2_data_141	True	0.5366199999999999	swe2	CC1=C(C=C[N+](=C1)[O-])[N+](=O)[O-]	SSOURMYKACOBIV-UHFFFAOYSA-N
Cc1c[nH]c(=O)[nH]c1=O	Thymine	aus_data_248+amar_data_408+swe2_data_784	True	-0.6283800000000002	aus+amar+swe2	CC1=CNC(=O)NC1=O	RWQNBRDOKXIBIV-UHFFFAOYSA-N
Cc1cc(=O)[nH]c(C(C)C)n1	2-Isopropyl-6-methyl-4-pyrimidinol	swe2_data_88	True	1.20172	swe2	CC1=CC(=O)NC(=N1)C(C)C	AJPIUNPJBFBUKK-UHFFFAOYSA-N
Cc1cc(=O)c2nncn2[nH]1	6-Methyl[1,2,4]triazolo[4,3-b]pyridazin-8-ol	amar_data_97	True	-0.2739800000000003	amar	CC1=CC(=O)C2=NN=CN2N1	VVQUAWREPHCLDH-UHFFFAOYSA-N
Cc1cc(=O)n(-c2ccccc2)n1C	Phenazone	aus_data_208+swe2_data_253	True	1.48442	aus+swe2	CC1=CC(=O)N(N1C)C2=CC=CC=C2	VEQOALNAAJBPNY-UHFFFAOYSA-N
Cc1cc(=O)oc2cc(N)ccc12	7-Amino-4-methylcoumarin	swe2_data_215	True	1.68362	swe2	CC1=CC(=O)OC2=C1C=CC(=C2)N	GLNDAGDHSLMOKX-UHFFFAOYSA-N
Cc1cc(=O)oc2cc(O)c(O)cc12	6,7-Dihydroxy-4-methylcoumarin	swe2_data_198	True	1.5126199999999996	swe2	CC1=CC(=O)OC2=CC(=C(C=C12)O)O	KVOJTUXGYQVLAJ-UHFFFAOYSA-N
Cc1cc(=O)oc2ccc(O)cc12	6-Hydroxy-4-methylcoumarin, 6-Hydroxy-4-methyl-2-benzopyrone	swe2_data_202	True	1.80702	swe2	CC1=CC(=O)OC2=C1C=C(C=C2)O	IRUHWRSITUYICV-UHFFFAOYSA-N
Cc1cc(=O)oc2ccccc12	4-Methylcoumarin	swe2_data_177	True	2.10142	swe2	CC1=CC(=O)OC2=CC=CC=C12	PSGQCCSGKGJLRL-UHFFFAOYSA-N
Cc1cc(C)[nH]c(=O)n1	4,6-Dimethyl-2(1H)-pyrimidinone	amar_data_74+swe2_data_152	True	0.3867399999999999	amar+swe2	CC1=CC(=NC(=O)N1)C	WHEQVHAIRSPYDK-UHFFFAOYSA-N
Cc1cc(C)c(S(=O)(=O)O)c(C)c1	2,4,6-Trimethylbenzenesulfonic acid	amar_data_239	True	1.85856	amar	CC1=CC(=C(C(=C1)C)S(=O)(=O)O)C	LXFQSRIDYRFTJW-UHFFFAOYSA-N
Cc1cc(C)n(Cc2ccc(Cl)cc2)c(=O)c1C#N	1-[(4-Chlorophenyl)methyl]-1,2-dihydro-4,6-dimethyl-2-oxo-3-pyridinecarbonitrile	aus_data_281	True	3.038520000000001	aus	CC1=CC(=C(C(=O)N1CC2=CC=C(C=C2)Cl)C#N)C	PQBRWVPFQZTYGV-UHFFFAOYSA-N
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	Sulfamethazine	amar_data_388+snf_data_181+swe2_data_752	True	1.4764399999999998	amar+snf+swe2	CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C	ASWVTGNCAZCNNR-UHFFFAOYSA-N
Cc1cc(Cl)ccc1OC(C)C(=O)O	Mecoprop	amar_data_278+snf_data_308+swe2_data_547	True	2.5003199999999994	amar+snf+swe2	CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O	WNTGYJSOUMFZEP-UHFFFAOYSA-N
Cc1cc(Cl)ccc1OCC(=O)O	(4-Chloro-2-methylphenoxy)acetic acid	aus_data_288+amar_data_277+swe2_data_545	True	2.11182	aus+amar+swe2	CC1=C(C=CC(=C1)Cl)OCC(=O)O	WHKUVVPPKQRRBV-UHFFFAOYSA-N
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1	Sulfamethoxazole	amar_data_389+snf_data_298+swe2_data_753	True	1.3660199999999998	amar+snf+swe2	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N	JLKIGFTWXXRPMT-UHFFFAOYSA-N
Cc1cc(O)cc(=O)o1	4-Hydroxy-6-methyl-2-pyrone	swe2_data_164	True	0.6538199999999998	swe2	CC1=CC(=CC(=O)O1)O	NSYSSMYQPLSPOD-UHFFFAOYSA-N
Cc1cc(O)cc(C)c1S(C)(=O)=O	Methiocarb-TP methiocarb sulfone phenol (M05)	swe2_data_557	True	1.41254	swe2	CC1=CC(=CC(=C1S(=O)(=O)C)C)O	GRBGKIGVRUXTSK-UHFFFAOYSA-N
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1	Olanzapine	snf_data_3697	True	3.439220000000004	snf	CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C	KVWDHTXUZHCGIO-UHFFFAOYSA-N
Cc1cc2n[nH]nc2cc1C	5,6-dimethyl-1H-benzotriazole	swe2_data_190	True	1.5747399999999998	swe2	CC1=CC2=NNN=C2C=C1C	MVPKIPGHRNIOPT-UHFFFAOYSA-N
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C	Riboflavin	amar_data_372+swe2_data_722	True	-1.7235599999999989	amar+swe2	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O	AUNGANRZJHBGPY-SCRDCRAPSA-N
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1	Zolpidem	amar_data_442+swe2_data_845	True	3.2488400000000013	amar+swe2	CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C	ZAFYATHCZYHLPB-UHFFFAOYSA-N
Cc1ccc(=O)n(-c2ccccc2)c1	Pirfenidone	snf_data_10556	True	2.1459200000000003	snf	CC1=CN(C(=O)C=C1)C2=CC=CC=C2	ISWRGOKTTBVCFA-UHFFFAOYSA-N
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1	Tolperison	snf_data_10997	True	3.2997200000000024	snf	CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2	FSKFPVLPFLJRQB-UHFFFAOYSA-N
Cc1ccc(C(C)NC(=O)C(NC(=O)OC(C)C)C(C)C)cc1	Iprovalicarb	snf_data_2936	True	3.3314200000000023	snf	CC1=CC=C(C=C1)C(C)NC(=O)[C@H](C(C)C)NC(=O)OC(C)C	NWUWYYSKZYIQAE-WMCAAGNKSA-N
Cc1ccc(C(N)=O)cn1	6-Methylnicotinamide	aus_data_43	True	0.4889200000000001	aus	CC1=NC=C(C=C1)C(=O)N	IJXDURUAYOKSIS-UHFFFAOYSA-N
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	Gemfibrozil	amar_data_217+snf_data_3071+swe2_data_449	True	3.573240000000002	amar+snf+swe2	CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O	HEMJJKBWTPKOJG-UHFFFAOYSA-N
Cc1ccc(C2OC(CO)C(O)C(O)C2O)cc1Cc1ccc(-c2ccc(F)cc2)s1	Canagliflozin	snf_data_10688	True	2.968320000000001	snf	CC1=C(C=C(C=C1)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F	XTNGUQKDFGDXSJ-ZXGKGEBGSA-N
Cc1ccc(C=O)c(C)c1	2,4-Dimethylbenzaldehyde	swe2_data_61	True	2.11594	swe2	CC1=CC(=C(C=C1)C=O)C	GISVICWQYMUPJF-UHFFFAOYSA-N
